Section,Category,Poziom,Type,Question,True 1,True 2,True 3,True 4,True 5,False 1,False 2,False 3,False 4,False 5,Zrodlo,Pewnosc
CHOROBA PARKINSONA,Wskazania,lekarski,testowe,Bromokryptyna może być stosowana w leczeniu:,akromegalii,mlekotoku,zaburzeń cyklu miesiączkowego,"hipogonadyzmu a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,,,,EGZAMIN IWL,niska
NADCIŚNIENIE TĘTNICZE,Klasyfikacja,lekarski,testowe,Długodziałającą pochodną dihydropirydyny jest:,lerkanidypina,amlodypina,,,,nifedypina,nimodypina,,,,EGZAMIN IWL,wysoka
ZABURZENIA RYTMU SERCA,Wskazania,lekarski,testowe,W resuscytacji krążeniowo-oddechowej u osoby z zaburzeniami rytmu serca do defibrylacji zastosujesz dodatkowo:,amiodaron 300 mg w krótkim 10-minutowym wlewie i.v,,,,,"lidokainę 100 mg w bolusie i.v., a następnie wlewie ciągłym i.v",propafenon 70 mg w krótkim wstrzyknięciu i.v,adenozynę co 2 min w trzech kolejnych szybkich wstrzyknięciach i.v. 3 mg-6 mg-12mg,,,EGZAMIN IWL,wysoka
ZABURZENIA RYTMU SERCA,Klasyfikacja,lekarski,testowe,"Amiodaron jest lekiem, który:",działa słabo adrenolitycznie,jest słabym antagonistą kanałów wapniowych,wydłuża odstęp QT przez blokowanie kanałów potasowych Ikr,,,w istotny sposób blokuje kanały sodowe,,,,,EGZAMIN IWL,srednia
NIEOPIOIDOWE LEKI PRZECIWBÓLOWE,Klasyfikacja,lekarski,testowe,Ryzyko sercowo-naczyniowe zwiększają:,diklofenak,celekoksyb,,,,naproksen,paracetamol,,,,EGZAMIN IWL,wysoka
NADCIŚNIENIE TĘTNICZE,Wskazania,lekarski,testowe,"Enzymem, którego blokowanie może być przydatne w leczeniu nadciśnienia tętniczego jest:",endotelina,"konwertaza angiotensyny a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,syntaza aldosteronu,neprylizyna,,,,EGZAMIN IWL,niska
UKŁAD WSPÓŁCZULNY,Klasyfikacja,lekarski,testowe,Charakterystycznym działaniem związanym ze stosowaniem beta-adrenolityków w chorobie wieńcowej jest:,zwiększenie oporu obwodowego,,,,,zwiększenie objętości późnorozkurczowej,zwiększenie kurczliwości mięśnia serca,zmniejszenie zapotrzebowania serca na tlen,,,EGZAMIN IWL,niska
UKŁAD WSPÓŁCZULNY,Działania niepożądane,lekarski,testowe,Nebiwolol:,aktywuje receptory beta-3 adrenergiczne,jest szczególnie przydatny u pacjentów z cukrzycą,,,,równie często jak inne beta-adrenolityki powoduje zaburzenia erekcji,wykazuje działanie antyoksydacyjne,,,,EGZAMIN IWL,wysoka
NADCIŚNIENIE TĘTNICZE,Mechanizm działania,lekarski,testowe,Nefroprotekcyjne działanie inhibitorów ACE wynika z:,rozkurczu naczyń odprowadzających kłębuszka nerkowego,zmniejszenia hiperfiltracji kłębuszkowej,,,,rozkurczu naczyń doprowadzających kłębuszka nerkowego,zahamowania aktywności współczulnej,,,,EGZAMIN IWL,niska
HEMOSTAZA,Klasyfikacja,lekarski,testowe,Do leków działających za pośrednictwem czynnika Xa należy:,enoksaparyna,fondaparynuks,rywaroksaban,,,dabigatran,,,,,EGZAMIN IWL,wysoka
HEMOSTAZA,Wskazania,lekarski,testowe,Jako profilaktykę przeciwzakrzepową udaru niedokrwiennego mózgu u pacjenta zmigotaniem przedsionków dopuszczalne jest zastosowanie:,fondaparynuksu,,,,,warfaryny,biwalirudyny,dabigatranu,,,EGZAMIN IWL,wysoka
HEMOSTAZA,Mechanizm działania,lekarski,testowe,Tikagrelor:,odwracalnie blokuje receptor purynergiczny P2Y12,działa 3-4 dni,,,,jest lekiem prekursorowym,"wymaga redukcji dawki w niewydolności nerek a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,EGZAMIN IWL,srednia
LEKI HIPOLIPEMIZUJĄCE,Wskazania,lekarski,testowe,Po zastosowaniu statyn obserwuje się:,zwiększenie liczby receptorów LDL,zwiększenie katabolizmu LDL,nasilenie wątrobowego wychwytu prekursorów LDL,zwiększenie stężenia HDL,,,,,,,EGZAMIN IWL,niska
LEKI HIPOLIPEMIZUJĄCE,Mechanizm działania,lekarski,testowe,Ezetymib:,zmniejsza stężenie cholesterolu LDL,hamuje wchłanianie cholesterolu z przewodu pokarmowego,,,,zmniejsza stężenie glukozy,zmniejsza stężenia triglicerydów,,,,EGZAMIN IWL,srednia
NIEWYDOLNOŚĆ SERCA,Wskazania,lekarski,testowe,Eplerenon jest:,diuretykiem oszczędzającym potas,bardziej selektywnym antagonistą aldosteronu niż spironolakton,,,,wskazany w leczeniu migotania przedsionków,przekształcany do aktywnego metabolitu – kanrenonu,,,,EGZAMIN IWL,srednia
NADCIŚNIENIE TĘTNICZE,Farmakokinetyka,lekarski,testowe,Hydrochlorotiazyd:,zmniejsza wydalanie wapnia z moczem,może być stosowany w nerkopochodnej moczówce prostej,,,,jest lekiem podawanym dożylnie,zmniejsza wydalanie magnezu z moczem,,,,EGZAMIN IWL,niska
LEKI MOCZOPĘDNE,Mechanizm działania,lekarski,testowe,Zasadowicę metaboliczną mogą powodować:,diuretyki pętlowe,tiazydy,,,,inhibitory anhydrazy węglanowej,diuretyki oszczędzające potas,,,,EGZAMIN IWL,srednia
UKŁAD POKARMOWY,Farmakokinetyka,lekarski,testowe,W schyłkowej niewydolności wątroby dochodzi do zaburzeń:,wiązania leków z białkami,"klirensu leków a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,wchłaniania leków z przewodu pokarmowego,dystrybucji leków,,,,EGZAMIN IWL,srednia
STANY NAGŁE,Antidotum,lekarski,testowe,Jeśli eGFR ≥ 60 ml/min to nastąpi kumulacja (przedawkowanie):,żadnego z wyżej wymienionych typów leków,,,,,leków wydalanych w > 90% przez nerki,leków wymagających podawania dawki wysycającej,leków o bardzo wąskim wskaźniku terapeutycznym,,,EGZAMIN IWL,niska
UKŁAD WSPÓŁCZULNY,Mechanizm działania,lekarski,testowe,Bromek ipratropium:,jest antagonistą receptora muskarynowego (M3),rozkurcza mięśniówkę oskrzeli,,,,jest agonistą receptora beta 2 adrenergicznego,działa silnie przeciwzapalnie,,,,EGZAMIN IWL,srednia
UKŁAD ODDECHOWY,Mechanizm działania,lekarski,testowe,Dekstrometorfan:,ma mały potencjał uzależniający,hamuje odruch kaszlowy,,,,jest lekiem wykrztuśnym,działa przeciwwymiotnie,,,,EGZAMIN IWL,wysoka
UKŁAD ODDECHOWY,Wskazania,lekarski,testowe,N-acetylocysteina:,jest stosowana w zatruciu paracetamolem,może być stosowana dożylnie,działa mukolitycznie,,,jest przeciwwskazana w mukowiscydozie,,,,,EGZAMIN IWL,srednia
LEKI MOCZOPĘDNE,Wskazania,lekarski,testowe,W leczeniu jaskry ma zastosowanie:,tymolol,latanoprost,brymonidyna,dorzolamid,,,,,,,EGZAMIN IWL,niska
LEKI PRZECIWBAKTERYJNE,Klasyfikacja,lekarski,testowe,"Pozagałkowe zapalenie nerwu wzrokowego, grożące zanikiem nerwu wzrokowego i utratą wzroku, może być następstwem terapii:","etambutolem a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,,ryfamipicyną,pirazynamidem,ofloksacyną,,,EGZAMIN IWL,wysoka
LEKI PRZECIWPASOŻYTNICZE,Klasyfikacja,lekarski,testowe,"Dla korzystających z ofert last– minute, udających się w rejony endemiczne malarii w ramach tzw. szybkiej profilaktyki zalecana jest:",meflochina,chlorochina,,,,doksycyklina,atowakwon + proguanil,,,,EGZAMIN IWL,wysoka
LEKI PRZECIWNOWOTWOROWE,Klasyfikacja,lekarski,testowe,"Zamiana automatyczna = substytucja, którą może przeprowadzić farmaceuta przy realizacji recepty, obejmuje preparaty zawierające:",ondansetron,,,,,epoetynę alfa,L-tyroksynę,filgrastym,,,EGZAMIN IWL,niska
LEKI PRZECIWNOWOTWOROWE,Wskazania,lekarski,testowe,Inhibitorem kinazy białkowej BCR-ABL o przełomowym znaczeniu w leczeniu przewlekłej białaczki szpikowej jest/są:,imatinib,,,,,bortezomib,talidomid,azacytydyna,,,EGZAMIN IWL,niska
UKŁAD POKARMOWY,Klasyfikacja,lekarski,testowe,Gentamicyna:,słabo wchłania się z przewodu pokarmowego,jest transportowana do wnętrza komórek w procesie zależnym od tlenu,wykazuje zależną od stężenia aktywność bakteriobójczą,może spowodować ostrą niewydolność nerek,,,,,,,EGZAMIN IWL,niska
FARMAKOKINETYKA,Farmakokinetyka,lekarski,testowe,Kinetykę liniową charakteryzuje:,stały okres półtrwania procesu,stały skład metabolitów,,,,stałe AUC niezależne od dawki,"stałe stężenie w stanie stacjonarnym niezależnie od dawki a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,EGZAMIN IWL,srednia
LEKI MOCZOPĘDNE,Wskazania,lekarski,testowe,Wskazaniem do zastosowania wapnia jest:,ciężka hiperkaliemia,osteopenia,tężyczka,przewlekła niewydolność nerek ze skłonnością do hiperfosfatemii,,,,,,,EGZAMIN IWL,niska
OSTEOPOROZA,Działania niepożądane,lekarski,testowe,Witamina D:,ma działanie endokrynne,powszechne są jej pierwotne niedobory związane z małą ekspozycjąna promieniowanie UV,jej niedobór powoduje zwiększenie stężenia PTH,w monoterapii w dużych dawkach jest skuteczna w zapobieganiu osteoporotycznym złamaniom kości,,,,,,,EGZAMIN IWL,niska
UKŁAD PRZYWSPÓŁCZULNY,Klasyfikacja,lekarski,testowe,Przez barierę krew-mózg przenika:,atropina,skopolamina,,,,butylobromek hioscyny,ipratropium,,,,EGZAMIN IWL,wysoka
UKŁAD WSPÓŁCZULNY,Wskazania,lekarski,testowe,W celu zahamowania czynności skurczowej macicy stosuje się:,fenoterol,,,,,ergometrynę,siarczan magnezu,atomoksetynę,,,EGZAMIN IWL,niska
LEKI PRZECIWHISTAMINOWE,Wskazania,lekarski,testowe,Cetyryzyna:,selektywnie blokuje receptory H1,ma zastosowanie w leczeniu przewlekłego alergicznego nieżytu nosa,,,,dobrze przenika przez barierę krew- mózg,może być stosowana od 2 r. ż,,,,EGZAMIN IWL,srednia
LEKI PRZECIWHISTAMINOWE,Wskazania,lekarski,testowe,Leki drugiej generacji blokujące receptor H1 w porównaniu z lekami pierwszej generacji:,"są w znaczącym stopniu pozbawione działania sedatywnego a – prawidłowe 1, 3 i 4 b – prawidłowe 1 i 3 c – prawidłowe 2 i 4 d – prawidłowa 4 e – wszystkie prawidłowe",,,,,działają dłużej,mogą być stosowane w postaci wstrzyknięć,są skuteczne w leczeniu pokrzywki idiopatycznej,,,EGZAMIN IWL,srednia
LEKI PRZECIWBAKTERYJNE,Klasyfikacja,lekarski,testowe,Uwalnianie histaminy zwiększa/ją:,wankomycyna,tubokuraryna,,,,środki cieniujące zawierające jod,morfina,,,,EGZAMIN IWL,niska
UKŁAD PRZYWSPÓŁCZULNY,Klasyfikacja,lekarski,testowe,Działanie cholinolityczne występuje po podaniu:,hydroksyzyny,,,,,haloperydolu,bilastyny,imipraminy,,,EGZAMIN IWL,niska
LEKI PRZECIWNOWOTWOROWE,Farmakokinetyka,lekarski,testowe,Metotreksat:,jest antymetabolitem,wykazuje działanie immunosupresyjne,jest wskazany do stosowania w łuszczycy,jest wskazany do stosowania w skojarzonym leczeniu wielolekowym ostrych białaczek,,,,,,,EGZAMIN IWL,niska
LEKI IMMUNOSUPRESYJNE,Klasyfikacja,lekarski,testowe,"Humanizowanym przeciwciałem monoklonalnym, czyli przeciwciałem mającym w 90% sekwencję ludzką, jest:",daklizumab LEKI PRZECIWGRZYBICZE,,,,,rytuksymab,etanercept,adalimumab,,,EGZAMIN IWL,wysoka
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,Flucytozyna,Ma ograniczone zastosowanie w monoterapi,Jest stosowana w s kojarzeniu z lekami wypływającymi na intergralność błony komótkowej,"Przekształcona jest do 5- fluorouracylu, który jest wbudowywany w miejsce uracylu w rna co zaburza syntezę białek",Dobrze penetruje do oun,,Ma bardzo szeroki zakres działania,,,,,EGZAMIN IWL,niska
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,Lekiem który zastosujesz w leczeniu doustnej grzybicy paznikciowej jest,Flukonazol,Terbinafina,Itrakonazol,,,Amorolfina,,,,,EGZAMIN IWL,wysoka
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,W leczeniu zakażenia OUN zastosujesz,Amfoterycyne B w kompleksach lipidowych,Liposomalną amfoterycynę B,,,,Klasyczną amfoterycynę B,Kaspofunginę,,,,EGZAMIN IWL,srednia
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,Wskazaniem do doustnej terapii p-grzybiczej jest,Rozległe zmiany skórne,Nieskuteczność leczenia miejscowego,Grzybica inwazyjna,,,Grzybica paznokci pojedynczych płytek paznokciowych zlokalizowanych na powierzchni płytki paznokciowej i ograniczonej do dystalnej płytki paznokcia,,,,,EGZAMIN IWL,niska
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,Liposomalna postać amfoterycyny b w porównaniu do konwencjonalnej,Może być stosowana w grzybiczych zakażeniach oun,W mniejszym stopniu zaburza czynność nerek,Może być stosowana w większych dawakach,,,W miniejszym stopniu zaburza czynność wątroby,Ma szeresze spektrum,,,,EGZAMIN IWL,srednia
LEKI PRZECIWGRZYBICZE,Klasyfikacja,lekarski,testowe,Który z azoli nie wymaga korekcji w niewydolności nerek gfr,Izawukonazol,Worykonazol,Pozakonazol,,,Flukonazol,,,,,EGZAMIN IWL,wysoka
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,W leczeniu zakażenia układu moczowego Candida Crusei,Klasyczyna amfoterycyna b,,,,,Kaspofungine,Amfoterycyne b w kompleksach lipidowych,Liposomalna amfoterycyne b,,,EGZAMIN IWL,wysoka
LEKI PRZECIWGRZYBICZE,Wskazania,lekarski,testowe,Które z leków ma zastosowanie w leczeniu grzybicy głębokiej aspergillus,Worykonazol,kaspofungina PRZEWÓD POKARMOWY,,,,Flukonazol,Ketokonazol,Nystatyna,,,EGZAMIN IWL,wysoka
UKŁAD POKARMOWY,Mechanizm działania,lekarski,testowe,Schemat eradykacji helocobacter pylori,Przynajmniej 2 leków przeciwbakteryjnych,IPP w podwójnej dawce,Soli bizmutu,,,Leku neutralizaującego,Antagonisty recptora histaminowego H2,Neomycyny,Sukralfatu,,EGZAMIN IWL,srednia
UKŁAD POKARMOWY,Wskazania,lekarski,testowe,Właściwe dla pankreatyny,Nie powinna być stosowana w ostrym zap trzustku,Zawiera lipazę amylazę i proteazę,,,,Jest stosowana w niewydolności trzustki w przebiegu mukowiscydozy,Jest podawana doustnie i parenteralnie,Dawkowanie należy ustalić indywidualnie zależnie od masy ciała pacjenta,,,EGZAMIN IWL,srednia
UKŁAD POKARMOWY,Mechanizm działania,lekarski,testowe,Wskaż prawidłowe połączenie lek – mechanizm,Itopryd – antagonista D2,Cyzapryd – agonista 5-HT4,,,,Loperamid – antagonista opioidowych,Famotydyna – agonista H2,,,,EGZAMIN IWL,wysoka
UKŁAD POKARMOWY,Wskazania,lekarski,testowe,Wskaż prawidłowe,Leczenie zaparć większości przypadków polega na zastosowaniu własciewej diety i stylu życia,Środki przeczyszczające różnią się między sobą miejscem działania,,,,Przwelekłe stosowanie opiodów to przeciwskazanie do leków przeczyszczających,Zaparcia nawykowe są wskazaniem do leków przeczyszczających,Leki przeczyszczające działają przyczynowo,,,EGZAMIN IWL,srednia
UKŁAD POKARMOWY,Klasyfikacja,lekarski,testowe,Wskaż prawdziwe,Odwar z kory dębu stosowany do płukania jamy ustnej działa ściągająco,,,,,Odwar z kory kruszyny działa zapierająco,Wyciąg z czarnej rzodkwi łagodzi dolegliwości w zaostrzeniu kamnicy żółciowej,Wyciag z karczocha działa regenerująco na hepatocyty,,,EGZAMIN IWL,niska
LEKI PRZECIWBAKTERYJNE,Wskazania,lekarski,testowe,Leki osłaniające nie nadają się do ambulatoryjnego leczenia owrzodzenia żołądka,"Wymagają ścisłego reżimu dawkowania powyżej 4 razy na dobę, na czczo",,,,,Są silnie toksyczne nawet u pacjentów z prawidłową czynnościa nerek,Są nieskuteczne,Za drogie,Powodują kolonializację przez helicobacter,,EGZAMIN IWL,niska
LEKI PRZECIWBAKTERYJNE,Wskazania,lekarski,testowe,Wskaż wskazania do wyższych niż standarowe dawki ipp,Gastinoma,Krawaienie z przewodu pokarmowego,Eradykacja helicobacter,,,Zapalenie przełyku,Dyspepsja,,,,EGZAMIN IWL,srednia
LEKI HIPOLIPEMIZUJĄCE,Działania niepożądane,lekarski,testowe,Ryzyko miopatii i rabdomiolizy w stosowaniu symwastatyny wzzrasta w przypadku,Jednoczesnego stosowania klarytomycyny,Stosowaniu max dawki terepeutycznej,Jednoczesne stosowanie posakonazolu,Nadużywanie alkoholu,,Nadczynoości tarczycy,Palenia tytoniu,Młodych mężczyzn,,,EGZAMIN IWL,niska
LEKI HIPOLIPEMIZUJĄCE,Monitorowanie,lekarski,testowe,Prawidłowe stwierdzenie,Maksymalny wpływ statyny w określonej dawce na stężenie ldl-c w surowicy zostaje osiągnięty po 7-10 dniach jej stosowania,Ryzyko uszkodzenia mięśni szkieletowych przez statyny zwiększa się wraz ze stosowaną dawką,"Przed włączeniem statyny należy oznaczyć aktywność aminotranswerazy alaninowej alat w surowicy, ale potem monitorowanie wątrobowych testów nie jest zalecane",,,Statyny działają równie skurczenie u wszystkich chorych w tym także u pacjentów z homozygotyczną postacią rodzinnej hipercholesterolemii,Dołączenie fibratów lub pochodnych niacyny do statyn zmniejsza ryzyko powikłań sercowo naczyniowych w porównaniu z monoterapią statyną,,,,EGZAMIN IWL,wysoka
LEKI HIPOLIPEMIZUJĄCE,Wskazania,lekarski,testowe,Wskaż prawdziwe na temat inhibitorów pcsk9,"Stanowią istotną opcję terapeutyczną u pacjentów z hipercholesterolemią, którzy nie mogą statyn",Powodują zwiększanie gęstości rec dla ldl na hepatocytach,Sa przeciwciałami monoklonalnymi,,,Wchodzą w wiele interakcji,Najskuteczniej wśród leków hipolipomiczujących zmniejszają stężenie TG w surowicy,,,,EGZAMIN IWL,wysoka
LEKI HIPOLIPEMIZUJĄCE,Wskazania,lekarski,testowe,Spadek ldl o 50% tg o 25% i hdl wzsot o 10 % można się spodziewać po zastosowaniu odpowiedniej dawki,Rozuwastatyny,,,,,DHA + EPA,Ezetymib,Fenofibratu,Kolesewelamu,,EGZAMIN IWL,wysoka
LEKI HIPOLIPEMIZUJĄCE,Wskazania,lekarski,testowe,Łączne zastosowanie symwastatyny i flukonazolu,Wpływa istitnie na ryzyko wystąpienie działań niepożądach statyny,,,,,Może spowodować niebezpieczne dla życia zaburzenia rytmu serca,Wiąże się ze zmniejszeniem skutecznego leczenia przeciwgrzybiczego w wyniku zmniejszania działania flukonazolu,Wiąże się ze zwiększonym ryzykiem rabdomiolizy w wyniku indukcji metabolizmu statyny do aktywnych metabolitów,,,EGZAMIN IWL,wysoka
LEKI PRZECIWDEPRESYJNE,Klasyfikacja,lekarski,testowe,Zmniejszenia masy ciała można się spodziewać w trakcie stosowania,Bupropionu,Marihuany leczniczej,Metforminy,,,Prednizonu,L- karnityny,Rysperydonu,Sertraliny,,EGZAMIN IWL,srednia
LEKI HIPOLIPEMIZUJĄCE,Wskazania,lekarski,testowe,Ezetymib zastosujesz w hipercholesterolemii,W skojarzeniu ze statynami,W monoterapii jak nie można statyn,Jeśli stosowanie statyny w maxymalnej dawce nie daje pożądanego efektu,,,Jako lek pierwszego rzutu,W skojarzeniu z fibratami,Jeśli stosowanie 2 statyn nie daje pożądanego efektu,,,EGZAMIN IWL,wysoka
FARMAKOKINETYKA,Interakcje,lekarski,testowe,Statyny istonie różnią się farmakologicznie i klinicznie,T1/2 co ma wpływ na chronofarmakoterapię – wieczorem lub bez względu na porę dnia,Eliminacją przez nerki w postaci niezmienionej co ma wpływ na wybór w przewlekłej chorobie nerek,Metabolizmem przez cyp3a4 co ma wpływ na interakcje lekowe prowadzącej do miopatii,,,Lipofilnościa co ma wpływ na ich biodostępność,Wiązaniem z białkami krwi co ma wpływ na rozwój cukrzycy polekowej,,,,EGZAMIN IWL,wysoka
TARCZYCA,Klasyfikacja,lekarski,testowe,Farmakologiczne leczenie otyłości,Miraglutyd,Orlistat,,,,Deksfenfluraminę,Sibutraminę,Lewotyroksynę,,,EGZAMIN IWL,niska
LEKI HIPOLIPEMIZUJĄCE,Klasyfikacja,lekarski,testowe,Działanie plejotropowe statyn wynika z,Zwiększenie stntezty NO,Korzystny wpływ na hemostazę,Hamowanie syntezty IL – 6 I TNFalfa ODDECHOWE,,,Zwiększenie stęż białka c reaktywnego,Zwiększenie aktywności NK,,,,EGZAMIN IWL,niska
UKŁAD ODDECHOWY,Klasyfikacja,lekarski,testowe,Wskaż prawdziwe omalizumab,To rekombinowane humanizowane przeciwciało monoklonalne przeciwko ige,Zmniejsza liczbę zaostrzeń i hospitalizacji w ciężkiej astmie alergicznej,,,,To rekombinowane ludzkie przeciwciało przeciwko IL-5,Jest podawany w nebulizacji,Jest stosowany u osob z astmą niealergiczna,,,EGZAMIN IWL,wysoka
